tweet_id	text	name	source	rating_numerator	rating_denominator	dog_stage	jpg_url	img_num	p1	p1_conf	p1_dog	p2	p2_conf	p2_dog	p3	p3_conf	p3_dog	dog_breed	created_at	favorite_count	retweet_count	lang
888554962724278272	This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK	Ralphus	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg	3	Siberian_husky	0.700377	True	Eskimo_dog	0.166511	True	malamute	0.111411	True	Siberian_husky	2017-07-22 00:23:06	19350	3432	en
888078434458587136	This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX	Gerald	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	12.0	10.0	None	https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg	1	French_bulldog	0.995026	True	pug	0.000931908	True	bull_mastiff	0.000903211	True	French_bulldog	2017-07-20 16:49:33	21231	3386	en
887705289381826560	This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64	Jeffrey	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg	1	basset	0.821664	True	redbone	0.0875815	True	Weimaraner	0.026236400000000003	True	basset	2017-07-19 16:06:48	29480	5221	en
887517139158093824	I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba	Such	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	14.0	10.0	None	https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg	1	limousine	0.130432	False	tow_truck	0.0291754	False	shopping_cart	0.0263208	False		2017-07-19 03:39:09	45159	11350	en
887343217045368832	You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV	None	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg	1	Mexican_hairless	0.330741	True	sea_lion	0.275645	False	Weimaraner	0.134203	True	Mexican_hairless	2017-07-18 16:08:03	32868	10115	en
887101392804085760	This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp	None	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	12.0	10.0	None	https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg	1	Samoyed	0.733942	True	Eskimo_dog	0.0350295	True	Staffordshire_bullterrier	0.029704700000000007	True	Samoyed	2017-07-18 00:07:08	29837	5785	en
886983233522544640	This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT	Maya	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg	2	Chihuahua	0.793469	True	toy_terrier	0.143528	True	can_opener	0.0322529	False	Chihuahua	2017-07-17 16:17:36	34278	7535	en
886736880519319552	"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b"	Mingus	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg	1	kuvasz	0.309706	True	Great_Pyrenees	0.186136	True	Dandie_Dinmont	0.08634630000000001	True	kuvasz	2017-07-16 23:58:41	11760	3173	en
886680336477933568	This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA	Derek	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg	1	convertible	0.738995	False	sports_car	0.139952	False	car_wheel	0.0441727	False		2017-07-16 20:14:00	21906	4328	en
886366144734445568	This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox	Roscoe	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	12.0	10.0	pupper,None,pupper,None	https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg	1	French_bulldog	0.999201	True	Chihuahua	0.000361178	True	Boston_bull	7.55616e-05	True	French_bulldog	2017-07-15 23:25:31	20676	3105	en
885984800019947520	Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1	Jimbo	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	12.0	10.0	None	https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg	1	Blenheim_spaniel	0.972494	True	Shih-Tzu	0.00663012	True	Bernese_mountain_dog	0.00623915	True	Blenheim_spaniel	2017-07-14 22:10:11	31839	6563	en
885528943205470208	This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF	Maisey	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg	1	pug	0.369275	True	Labrador_retriever	0.265835	True	kuvasz	0.134697	True	pug	2017-07-13 15:58:47	35087	6235	en
885167619883638784	Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf	None	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg	4	malamute	0.8124819999999999	True	Siberian_husky	0.0717125	True	Eskimo_dog	0.0557697	True	malamute	2017-07-12 16:03:00	21382	4257	en
884562892145688576	This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5	Kevin	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg	1	pug	0.5464060000000001	True	French_bulldog	0.404291	True	Brabancon_griffon	0.0440019	True	pug	2017-07-11 00:00:02	23698	4553	en
884441805382717440	I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC	None	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	14.0	10.0	None	https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg	1	Pembroke	0.993225	True	Cardigan	0.00321648	True	Chihuahua	0.00208089	True	Pembroke	2017-07-10 15:58:53	26359	5497	en
883482846933004288	This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948	Bella	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.5	10.0	None	https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg	1	golden_retriever	0.943082	True	Labrador_retriever	0.032409	True	kuvasz	0.00550072	True	golden_retriever	2017-07-08 00:28:19	44798	9640	en
883117836046086144	Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E	None	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg	2	golden_retriever	0.949562	True	Labrador_retriever	0.045947900000000014	True	kuvasz	0.00247094	True	golden_retriever	2017-07-07 00:17:54	36280	6474	en
882992080364220416	This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj	Rusty	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg	1	Eskimo_dog	0.466778	True	Siberian_husky	0.406044	True	dingo	0.07341439999999999	False	Eskimo_dog	2017-07-06 15:58:11	23372	3810	en
882762694511734784	This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu	Gus	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	12.0	10.0	pupper,None,pupper,None	https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg	1	Labrador_retriever	0.85005	True	Chesapeake_Bay_retriever	0.074257	True	flat-coated_retriever	0.015579399999999997	True	Labrador_retriever	2017-07-06 00:46:41	27625	4762	en
882627270321602560	This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94	Stanley	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg	1	Pembroke	0.542982	True	Chihuahua	0.251988	True	Cardigan	0.107699	True	Pembroke	2017-07-05 15:48:34	27279	5915	en
882268110199369728	This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA	Alfy	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg	1	golden_retriever	0.762211	True	Labrador_retriever	0.0989849	True	cocker_spaniel	0.0171995	True	golden_retriever	2017-07-04 16:01:23	43855	11260	en
881666595344535552	This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s	Gary	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg	1	Saluki	0.529012	True	Afghan_hound	0.25000300000000003	True	golden_retriever	0.16073900000000002	True	Saluki	2017-07-03 00:11:11	49394	10374	en
881268444196462592	Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC	Elliot	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	12.0	10.0	None	https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg	1	tusker	0.473303	False	Indian_elephant	0.245646	False	ibex	0.0556607	False		2017-07-01 21:49:04	22564	5035	en
880872448815771648	Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf	None	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	12.0	10.0	None	https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg	1	Pembroke	0.791416	True	Norwich_terrier	0.0613929	True	Chihuahua	0.0337257	True	Pembroke	2017-06-30 19:35:32	20758	3724	en
880465832366813184	This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw	Bella	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	12.0	10.0	None	https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg	1	golden_retriever	0.913255	True	Labrador_retriever	0.0263286	True	cocker_spaniel	0.00937082	True	golden_retriever	2017-06-29 16:39:47	27859	6103	en
880221127280381952	Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK	Jesse	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	12.0	10.0	None	https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg	1	Chihuahua	0.238525	True	meerkat	0.104256	False	clumber	0.0525803	True	Chihuahua	2017-06-29 00:27:25	26381	4099	en
879862464715927552	This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9	Romeo	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg	3	basset	0.813507	True	beagle	0.146654	True	cocker_spaniel	0.00948502	True	basset	2017-06-28 00:42:13	21816	3401	en
879492040517615616	This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8	Bailey	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	12.0	10.0	None	https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg	1	German_short-haired_pointer	0.479896	True	vizsla	0.124353	True	bath_towel	0.0733202	False	German_short-haired_pointer	2017-06-27 00:10:17	22876	3094	en
879376492567855104	This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa	Jack	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	12.0	10.0	None	https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg	1	tricycle	0.663601	False	Labrador_retriever	0.0334961	True	Pembroke	0.0188266	True	Labrador_retriever	2017-06-26 16:31:08	16403	3026	en
879050749262655488	This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD	Steven	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	11.0	10.0	None	https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg	1	tabby	0.311861	False	window_screen	0.169123	False	Egyptian_cat	0.132932	False		2017-06-25 18:56:45	22027	4581	en
878281511006478336	"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6"	Shadow	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg	1	basset	0.32042	True	collie	0.215975	True	Appenzeller	0.12850699999999998	True	basset	2017-06-23 16:00:04	7560	1252	en
878057613040115712	This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe	Emmy	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	14.0	10.0	None	https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg	1	French_bulldog	0.839097	True	Boston_bull	0.07879939999999999	True	toy_terrier	0.0152434	True	French_bulldog	2017-06-23 01:10:23	41063	6633	en
877736472329191424	This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r	Aja	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg	2	Chesapeake_Bay_retriever	0.8379559999999999	True	Labrador_retriever	0.0620342	True	Weimaraner	0.0405991	True	Chesapeake_Bay_retriever	2017-06-22 03:54:17	77826	18599	en
877556246731214848	This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP	Penny	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	12.0	10.0	None	https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg	1	basset	0.995368	True	Welsh_springer_spaniel	0.00193621	True	bathtub	0.000467919	False	basset	2017-06-21 15:58:08	22207	3702	en
877201837425926144	This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y	Nelly	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	12.0	10.0	None	https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg	1	Pembroke	0.93112	True	Cardigan	0.0686982	True	basenji	8.17379e-05	True	Pembroke	2017-06-20 16:29:50	26504	5438	en
876838120628539392	This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6	Ginger	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	12.0	10.0	pupper,None,pupper,None	https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg	1	bloodhound	0.575751	True	redbone	0.24097	True	Tibetan_mastiff	0.08893480000000001	True	bloodhound	2017-06-19 16:24:33	20226	3255	en
876484053909872640	This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs	Benedict	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg	1	golden_retriever	0.874566	True	Irish_terrier	0.0373542	True	chow	0.016723599999999998	True	golden_retriever	2017-06-18 16:57:37	18345	2334	en
876120275196170240	Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek	Venti	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg	1	Bernese_mountain_dog	0.534327	True	Saint_Bernard	0.346312	True	Greater_Swiss_Mountain_dog	0.0949327	True	Bernese_mountain_dog	2017-06-17 16:52:05	27317	4570	en
875747767867523072	This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN	Goose	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg	1	Labrador_retriever	0.799551	True	Chesapeake_Bay_retriever	0.179975	True	vizsla	0.0046176	True	Labrador_retriever	2017-06-16 16:11:53	24639	4185	en
875144289856114688	Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj	Nugget	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	None	https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg	1	Siberian_husky	0.245048	True	Pembroke	0.223716	True	dingo	0.160753	False	Siberian_husky	2017-06-15 00:13:52	21453	4818	en
875021211251597312	Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW	None	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	12.0	10.0	None	https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg	2	West_Highland_white_terrier	0.7143189999999999	True	Siberian_husky	0.0919133	True	Great_Pyrenees	0.0460382	True	West_Highland_white_terrier	2017-06-14 16:04:48	24922	4613	en
874680097055178752	Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD	Cash	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	12.0	10.0	None	https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg	1	Labrador_retriever	0.836052	True	Staffordshire_bullterrier	0.0470691	True	beagle	0.0360071	True	Labrador_retriever	2017-06-13 17:29:20	27226	4537	en
874296783580663808	This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm	Jed	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	pupper,None,pupper,None	https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg	1	cocker_spaniel	0.437216	True	miniature_poodle	0.277191	True	toy_poodle	0.157402	True	cocker_spaniel	2017-06-12 16:06:11	25511	4016	en
874057562936811520	I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2	None	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	12.0	10.0	None	https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg	1	flat-coated_retriever	0.8321770000000001	True	black-and-tan_coonhound	0.040436900000000005	True	Newfoundland	0.0282283	True	flat-coated_retriever	2017-06-12 00:15:36	22227	3869	en
874012996292530176	This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V	Sebastian	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	13.0	10.0	puppo,puppo	https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg	2	Cardigan	0.806674	True	Pembroke	0.116622	True	kelpie	0.0491819	True	Cardigan	2017-06-11 21:18:31	33803	10181	en
873213775632977920	"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ"	Sierra	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	12.0	10.0	pupper,None,pupper,None	https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg	1	vizsla	0.6197819999999999	True	bloodhound	0.338069	True	Chesapeake_Bay_retriever	0.0126763	True	vizsla	2017-06-09 16:22:42	7086	1552	en
